relation1,relation2,comparison_type,pair1_word1,pair1_word2,pair2_word1,pair2_word2,mean_rating,num_ratings
1a,4b,between-type,color,red,salty,sweet,1.41666666667,12
9a,9a,within-subtype,aquarium,fish,carton,milk,6.3,10
2a,3a,between-type,bedroom,bed,kid,child,3.4,10
1a,1a,within-subtype,bush,astilbe,dog,chihuahua,5.75,12
6a,6a,within-subtype,empty,full,integrity,dishonest,4.90909090909,11
5a,5a,within-subtype,heat,fire,plain,flat,3.9,10
10a,10a,within-subtype,cloud,moisture,crossbones,poison,3.9,10
3b,3a,between-subtype,happiness,joy,option,choice,6.5,12
5a,2a,between-type,dog,furry,jeans,zipper,2.8,10
9a,9a,within-subtype,garage,mechanic,supermarket,groceries,4.6,10
4b,4b,within-subtype,excited,bored,thin,fat,6.1,10
9a,9a,within-subtype,fish,aquarium,refrigerator,food,4.5,10
1a,1a,within-subtype,car,mustang,wheat,bread,3.45454545455,11
7c,7c,within-subtype,policeman,handcuffs,soldier,gun,6.27272727273,11
3a,3a,within-subtype,house,abode,option,choice,6.0,12
9a,9a,within-subtype,airplane,hangar,supermarket,groceries,5.4,10
6a,6a,within-subtype,diseased,health,dream,consciousness,4.75,12
7d,7c,between-subtype,donate,charity,gardener,shovel,3.2,10
3a,3b,between-subtype,glass,cup,sadness,despair,5.4,10
5a,8a,between-type,intellectual,professor,sweating,odor,3.36363636364,11
1a,1a,within-subtype,pet,dog,song,opera,3.91666666667,12
2a,2b,between-subtype,eye,lashes,pride,lion,3.6,10
4b,4b,within-subtype,chilly,warm,easy,difficult,5.8,10
3a,6a,between-type,careful,cautious,classic,trendy,5.0,10
8a,8a,within-subtype,accident,damage,sugar,energy,5.27272727273,11
10a,10c,between-subtype,doctor,diagnosis,event,documentary,4.5,10
2a,2a,within-subtype,bedroom,bed,city,block,4.63636363636,11
9a,9a,within-subtype,space,planets,supermarket,groceries,5.90909090909,11
9a,9a,within-subtype,closet,clothes,garage,mechanic,5.81818181818,11
3a,3a,within-subtype,make,manufacture,urban,city,4.1,10
8a,8a,within-subtype,repetition,boredom,sadness,tears,4.3,10
3a,3a,within-subtype,careful,cautious,pretty,beautiful,6.58333333333,12
6a,6a,within-subtype,violence,love,voice,mute,4.83333333333,12
7c,7c,within-subtype,lifeguard,preserver,teacher,chalk,5.6,10
2a,2a,within-subtype,cat,whiskers,jeans,zipper,5.3,10
2a,2a,within-subtype,fish,fin,jeans,zipper,6.0,10
10a,10a,within-subtype,buzzer,end,help,cry,2.81818181818,11
3a,3a,within-subtype,careful,cautious,house,dwelling,5.9,10
6a,6a,within-subtype,color,invisible,liquid,solid,2.8,10
8a,8a,within-subtype,cold,sneeze,sweat,run,3.5,10
2a,2a,within-subtype,bird,wings,book,spine,5.9,10
10a,10a,within-subtype,bell,dinner,crown,royalty,4.07692307692,13
7c,7c,within-subtype,chef,knife,lawyer,books,6.2,10
8a,8a,within-subtype,disagreement,anger,learning,study,3.28571428571,14
3a,3a,within-subtype,run,sprint,seat,chair,4.90909090909,11
4c,4b,between-subtype,go,stay,pretty,ugly,5.66666666667,12
10a,10a,within-subtype,green,go,moisture,cloud,3.36363636364,11
2a,2a,within-subtype,dog,tail,hand,finger,5.81818181818,11
6a,6a,within-subtype,killer,empathetic,object,intangible,3.7,10
8a,8a,within-subtype,heater,warmth,run,sweat,4.8,10
10a,10a,within-subtype,bell,dinner,doctor,diagnosis,3.7,10
2a,4b,between-type,eye,lashes,salty,sweet,1.72727272727,11
10a,8a,between-type,green,go,repetition,boredom,3.83333333333,12
6a,6a,within-subtype,diseased,health,object,tangible,2.72727272727,11
7c,7c,within-subtype,driver,car,lawyer,books,5.6,10
1a,4b,between-type,couch,furniture,tough,weak,1.35294117647,17
6a,6a,within-subtype,beauty,unpleasant,killer,empathetic,3.0,10
9a,9a,within-subtype,water,ocean,zoo,animals,4.8,10
3a,3a,within-subtype,clean,tidy,glass,cup,5.7,10
5a,5a,within-subtype,candy,sweet,car,fast,5.66666666667,12
9a,9a,within-subtype,closet,clothes,milk,carton,5.7,10
4b,4b,within-subtype,big,small,good,bad,6.9,10
2a,2a,within-subtype,cat,whiskers,fish,fin,6.66666666667,12
4b,4b,within-subtype,chilly,warm,dirty,clean,4.4,10
4b,4b,within-subtype,good,bad,tough,weak,5.27272727273,11
10a,10a,within-subtype,cloud,moisture,smoke,fire,5.14285714286,14
6a,6a,within-subtype,careful,reckless,fire,cold,5.5,10
10a,10a,within-subtype,alarm,action,wrinkle,age,3.6,10
3a,3a,within-subtype,music,tunes,urban,city,4.9,10
8a,8a,within-subtype,repetition,boredom,tiredness,sleep,5.8,10
9a,9a,within-subtype,forest,trees,water,ocean,5.30769230769,13
7c,7c,within-subtype,doctor,thermometer,librarian,books,5.8,10
8a,8a,within-subtype,disagreement,anger,explosion,damage,5.1,10
4b,1a,between-type,easy,difficult,weather,rain,1.7,10
10a,10a,within-subtype,license,permission,valentine,love,4.2,10
8a,8a,within-subtype,disagreement,anger,sweat,run,3.3,10
9a,9a,within-subtype,clothes,dresser,school,student,4.6,10
4b,3a,between-type,beautiful,hideous,cellphone,mobile,1.81818181818,11
10a,10a,within-subtype,moisture,cloud,smoke,fire,5.3,10
7c,7c,within-subtype,doctor,stethoscope,hairdresser,comb,6.91666666667,12
4b,4b,within-subtype,excited,bored,salty,sweet,5.1,10
4b,3a,between-type,beautiful,hideous,make,manufacture,2.09090909091,11
4b,4b,within-subtype,chilly,warm,pretty,ugly,5.61538461538,13
9a,9a,within-subtype,fridge,food,store,shopper,5.0,10
10a,10a,within-subtype,flag,nation,flashing,caution,3.5,10
3a,3a,within-subtype,beautiful,pretty,option,choice,6.6,10
4b,4b,within-subtype,bad,good,difficult,easy,5.0,10
8a,8a,within-subtype,exercise,fatigue,showering,cleanliness,5.3,10
5a,5a,within-subtype,intellectual,professor,professor,intellectual,4.36363636364,11
10a,10a,within-subtype,rain,storm,valentine,love,4.1,10
8a,8a,within-subtype,germs,sickness,study,learning,4.4,10
4b,4c,between-subtype,excited,bored,freeze,thaw,5.09090909091,11
9a,9a,within-subtype,airplane,hangar,aquarium,fish,4.3,10
2a,2a,within-subtype,bookcase,shelf,dance,step,5.3,10
10c,10a,between-subtype,account,history,cloud,moisture,3.6,10
10a,10c,between-subtype,license,permission,shadow,object,3.4,10
2a,2a,within-subtype,bird,wings,bunch,grape,4.3,10
8a,8a,within-subtype,fire,burns,stimulus,response,4.90909090909,11
5a,5a,within-subtype,heat,fire,steel,strong,4.2,10
3a,3b,between-subtype,option,choice,pour,shower,4.7,10
4b,4b,within-subtype,hot,cold,hungry,satiated,4.4,10
5a,5a,within-subtype,baby,bald,light,bright,3.54545454545,11
7c,7c,within-subtype,chef,knife,doctor,thermometer,6.5,10
2b,2a,between-subtype,beach,sand,play,act,5.2,10
2a,3a,between-type,computer,chip,cute,adorable,2.54545454545,11
10a,10a,within-subtype,crossbones,poison,love,valentine,4.4,10
9a,9a,within-subtype,school,student,store,shopper,6.2,10
4b,4c,between-subtype,big,small,go,stay,5.9,10
8a,8a,within-subtype,hit,injury,loss,grief,5.2,10
2a,3a,between-type,hand,finger,sofa,chair,3.4,10
5a,5a,within-subtype,bone,brittle,fire,hot,4.61538461538,13
2a,2a,within-subtype,bookcase,shelf,bottle,water,4.45454545455,11
9a,9a,within-subtype,kitchen,food,school,children,5.81818181818,11
10a,10c,between-subtype,buzzer,end,child,parents,1.9,10
8a,8a,within-subtype,fire,burns,loss,grief,5.09090909091,11
2a,2a,within-subtype,bookcase,shelf,play,act,5.5,10
2a,4b,between-type,lips,mouth,pretty,ugly,2.18181818182,11
9a,9g,between-subtype,cupboard,dishes,parenthood,sleeplessness,3.18181818182,11
8a,8a,within-subtype,injury,pain,sweating,odor,6.09090909091,11
4b,3a,between-type,difficult,easy,pretty,beautiful,3.0,11
9a,9a,within-subtype,fish,aquarium,garage,mechanic,5.4,10
8a,8a,within-subtype,loss,grief,stimulus,response,5.7,10
4b,4b,within-subtype,hairy,bald,hot,cold,5.8,10
5a,5a,within-subtype,cherry,red,steel,strong,4.45454545455,11
9g,9a,between-subtype,student,dorm,zoo,animals,5.0,10
2a,2a,within-subtype,bird,wings,dance,step,4.5,10
10a,10a,within-subtype,badge,authority,surgery,hospital,3.3,10
4c,4b,between-subtype,agree,force,dirty,clean,3.1,10
2a,2a,within-subtype,bird,feathers,tastebuds,tongue,4.47058823529,17
8a,8a,within-subtype,repetition,boredom,workout,sweat,5.0,10
3a,3a,within-subtype,option,choice,raise,elevate,6.4,10
2a,2a,within-subtype,bunch,grape,zebra,stripes,4.18181818182,11
8a,8a,within-subtype,education,expertise,sweating,odor,4.0,11
1a,1a,within-subtype,bird,swan,weapon,spear,6.41666666667,12
4b,5a,between-type,bright,dark,professor,intellectual,2.15384615385,13
8a,8b,between-subtype,cold,sneeze,tiredness,rest,3.8,10
2a,2a,within-subtype,dance,step,play,act,6.3,10
4b,4b,within-subtype,bright,dark,ugly,pretty,5.7,10
1a,1a,within-subtype,hair,brown,school,university,3.18181818182,11
4b,4b,within-subtype,big,small,sleepy,energized,5.27272727273,11
7c,7c,within-subtype,driver,car,police,gun,6.0,10
9a,9a,within-subtype,school,children,school,student,5.9,10
3a,3a,within-subtype,careful,cautious,pants,trousers,6.30769230769,13
3a,3b,between-subtype,careful,cautious,pots,pans,5.1,10
7c,7d,between-subtype,gardener,trowel,visit,sick,2.0,10
2a,3a,between-type,computer,chip,glass,cup,3.16666666667,12
9a,9a,within-subtype,classroom,students,cupboard,dishes,6.2,10
8a,8a,within-subtype,germs,sickness,injury,pain,5.6,10
5c,5a,between-subtype,ice,cold,intellectual,professor,4.53846153846,13
2a,2a,within-subtype,jeans,zipper,toe,foot,3.18181818182,11
3a,3a,within-subtype,make,manufacture,run,sprint,6.2,10
4b,4b,within-subtype,bored,excited,dark,light,5.81818181818,11
1a,1a,within-subtype,animal,carabao,bird,swan,6.2,10
1a,1a,within-subtype,bush,astilbe,weapon,spear,5.0,10
5a,5a,within-subtype,fire,heat,steel,strong,4.18181818182,11
2a,2a,within-subtype,dance,step,hand,finger,4.8,10
6a,6a,within-subtype,classic,trendy,forgiving,vengeful,4.0,11
3a,8a,between-type,beautiful,pretty,cold,sneeze,2.3,10
2a,2a,within-subtype,bookcase,shelf,freezer,ice,4.7,10
5a,10a,between-type,paper,flimsy,thunder,lightning,2.2,10
10a,10a,within-subtype,flashing,caution,rain,storm,4.3,10
4b,4b,within-subtype,love,apathy,smart,stupid,3.5,12
8a,8a,within-subtype,disagreement,anger,sweating,odor,4.5,10
10a,10a,within-subtype,buzzer,end,cross,christianity,3.5,10
8a,8a,within-subtype,injury,pain,question,answer,4.1,10
7c,7c,within-subtype,gardener,shovel,police,gun,6.83333333333,12
9a,9a,within-subtype,hive,bees,milk,carton,5.3,10
10a,10a,within-subtype,badge,authority,license,permission,6.1,10
2a,7c,between-type,bottle,water,shooter,gun,3.0,12
10a,6a,between-type,camera,distrust,enthusiasm,apathetic,2.1,10
10a,10a,within-subtype,distrust,camera,smoke,fire,2.5,10
1a,1e,between-subtype,oak,tree,university,Yale,4.0,10
10a,10a,within-subtype,love,valentine,surgery,hospital,2.7,10
8b,8a,between-subtype,tiredness,rest,workout,sweat,4.9,10
7c,1a,between-type,shopper,cart,weapon,spear,2.4,10
4b,4b,within-subtype,chilly,warm,good,bad,5.27272727273,11
3a,3a,within-subtype,boat,ship,clean,tidy,4.33333333333,12
6a,6c,between-subtype,beauty,unpleasant,lawyer,honesty,2.8,10
2a,2a,within-subtype,bird,wings,boat,motor,6.0,17
4b,4c,between-subtype,bald,hairy,hope,fear,4.2,10
9a,9a,within-subtype,fridge,food,space,planets,4.90909090909,11
9g,9a,between-subtype,infancy,bottle,store,shopper,2.8,10
3a,3b,between-subtype,house,abode,ring,peal,3.83333333333,12
5a,5a,within-subtype,fire,hot,steel,strength,5.3,10
2a,10a,between-type,bottle,water,license,permission,2.91666666667,12
10a,10a,within-subtype,camera,distrust,surgery,hospital,1.5,10
4b,4b,within-subtype,black,white,easy,difficult,5.6,10
1a,1a,within-subtype,automobile,van,bush,astilbe,5.5,12
2a,2b,between-subtype,hand,finger,herd,elephant,4.1,10
9a,9a,within-subtype,classroom,students,store,shopper,6.6,10
3a,3a,within-subtype,make,manufacture,seat,chair,4.2,10
1a,1a,within-subtype,appliance,refrigerator,politician,senator,5.8,10
2a,2a,within-subtype,jeans,zipper,movie,scene,4.8,10
2a,2a,within-subtype,bedroom,bed,hand,finger,5.5,10
7c,7c,within-subtype,driver,car,gardener,trowel,5.7,10
6a,6a,within-subtype,honest,liar,hungry,satiety,3.7,10
5c,5a,between-subtype,invalid,illness,murderer,evil,3.07692307692,13
6a,6a,within-subtype,classic,trendy,killer,empathetic,3.90909090909,11
1a,1a,within-subtype,couch,furniture,pen,ballpoint,3.16666666667,12
3a,3b,between-subtype,glass,cup,shriek,scream,6.29411764706,17
3a,3a,within-subtype,bathroom,restroom,old,mature,5.27272727273,11
4b,4b,within-subtype,difficult,easy,ugly,pretty,5.63636363636,11
1a,1a,within-subtype,politician,senator,sweater,knit,3.3,10
1a,1a,within-subtype,bird,swan,color,red,6.7,10
5c,5a,between-subtype,expert,knowledge,light,bright,5.3,10
7c,7c,within-subtype,drummer,sticks,maid,broom,6.63636363636,11
5a,5a,within-subtype,blanket,soft,plain,flat,4.5,10
7c,7c,within-subtype,driver,car,shopper,cart,6.3,10
2a,2a,within-subtype,bouquet,flower,computer,chip,4.54545454545,11
6a,6a,within-subtype,object,tangible,speed,slow,2.5,10
6c,6a,between-subtype,dance,silence,integrity,dishonest,3.2,10
1a,1a,within-subtype,animal,pig,bird,swan,5.8,10
4b,4b,within-subtype,dirty,clean,hot,cold,5.54545454545,11
9a,9a,within-subtype,bank,money,garage,mechanic,4.45454545455,11
9a,9a,within-subtype,space,planets,store,shopper,5.7,10
3a,3a,within-subtype,beautiful,pretty,candy,sweets,5.2,10
5a,5a,within-subtype,intellectual,professor,steel,strong,4.58333333333,12
1a,4b,between-type,bread,wheat,smart,stupid,1.53846153846,13
3a,3a,within-subtype,cellphone,mobile,raise,elevate,5.9,10
3a,2a,between-type,old,mature,shoe,sole,3.2,10
8a,8b,between-subtype,cold,sneeze,emptiness,fill,1.83333333333,12
9a,4b,between-type,library,books,ugly,pretty,1.4,10
1e,1a,between-subtype,Memphis,city,dog,poodle,3.81818181818,11
6a,6a,within-subtype,dream,consciousness,speed,slow,3.85714285714,14
5a,5a,within-subtype,athlete,fit,blanket,soft,4.54545454545,11
3a,4b,between-type,raise,elevate,thin,fat,2.58333333333,12
7c,7c,within-subtype,soldier,gun,surgeon,scalpel,6.45454545455,11
1a,4b,between-type,animal,pig,salty,sweet,2.2,10
7c,7c,within-subtype,barber,scissors,teacher,chalk,6.6,10
6a,3a,between-type,integrity,dishonest,spin,twirl,2.0,11
6a,6a,within-subtype,ecstasy,sad,speed,slow,5.15384615385,13
10a,10a,within-subtype,alarm,action,flag,nation,2.7,10
3a,3a,within-subtype,spectacles,glasses,tedious,monotonous,6.0,11
3a,3a,within-subtype,kid,child,sleep,doze,5.6,10
8b,8a,between-subtype,disease,medicate,education,expertise,2.8,10
2a,2a,within-subtype,eye,lashes,shoe,sole,5.27272727273,11
5a,5a,within-subtype,light,bright,priest,holy,5.3,10
9a,9a,within-subtype,library,books,space,planets,6.33333333333,12
5a,5a,within-subtype,cherry,red,intellectual,professor,2.75,12
9a,9a,within-subtype,classroom,students,garden,flower,5.36363636364,11
6a,6a,within-subtype,classic,trendy,honest,liar,4.9,10
8a,8a,within-subtype,germs,sickness,sugar,energy,5.4,10
7c,5a,between-type,drummer,sticks,snow,cold,2.8,10
5a,5a,within-subtype,heat,fire,priest,holy,2.81818181818,11
5a,5c,between-subtype,athlete,fit,invalid,illness,4.42857142857,14
7c,7c,within-subtype,lifeguard,preserver,shooter,gun,6.09090909091,11
2a,2a,within-subtype,lips,mouth,shoe,sole,5.46153846154,13
1a,1a,within-subtype,bread,wheat,insect,ant,3.7,10
1a,1a,within-subtype,automobile,van,clothing,shirt,6.1,10
8a,8a,within-subtype,question,answer,sex,pregnancy,3.81818181818,11
4b,4b,within-subtype,bright,dark,hungry,satiated,5.66666666667,12
9g,9a,between-subtype,mortgage,adulthood,supermarket,groceries,2.25,12
4b,4b,within-subtype,bald,hairy,fat,thin,5.1,10
6a,6a,within-subtype,diseased,health,killer,empathetic,3.7,10
8a,5a,between-type,fire,burns,intellectual,professor,4.0,13
10a,10a,within-subtype,cry,help,help,cry,6.5,10
1a,1a,within-subtype,art,abstract,bread,wheat,5.90909090909,11
2a,2b,between-subtype,computer,mouse,library,books,4.45454545455,11
8a,8a,within-subtype,education,expertise,injury,pain,4.81818181818,11
8a,8a,within-subtype,explosion,damage,sugar,energy,5.18181818182,11
1a,1a,within-subtype,art,abstract,pen,ballpoint,5.07692307692,13
1a,1a,within-subtype,color,red,dog,chihuahua,6.1,10
4b,4c,between-subtype,tall,short,white,black,5.2,10
8a,8a,within-subtype,injury,pain,learning,study,5.1,10
5a,5a,within-subtype,fizzy,pop,pizza,cheesy,4.8,10
10a,10a,within-subtype,flashing,caution,wrinkle,age,4.83333333333,12
3a,3a,within-subtype,glass,cup,spectacles,glasses,6.3,10
7c,7c,within-subtype,driver,car,policeman,handcuffs,6.0,10
2a,3a,between-type,bookcase,shelf,old,mature,4.09090909091,11
3a,3a,within-subtype,make,manufacture,sleep,doze,5.7,10
7c,7c,within-subtype,doctor,stethoscope,fairy,wand,6.3,10
4b,4b,within-subtype,big,small,tough,weak,5.7,10
5a,5a,within-subtype,fire,hot,steel,tough,6.3,10
5a,5a,within-subtype,fire,hot,flimsy,paper,3.36363636364,11
6a,6a,within-subtype,bounty,scarce,liquid,solid,4.3,10
7c,7c,within-subtype,lifeguard,preserver,policeman,handcuffs,5.9,10
4c,4b,between-subtype,hope,fear,thin,fat,5.0,10
7c,4b,between-type,chemist,beaker,tough,weak,2.16666666667,12
8a,8a,within-subtype,heater,warmth,sugar,energy,5.9,10
1a,1a,within-subtype,car,mustang,dog,poodle,6.4,10
2a,2a,within-subtype,bicycle,wheel,lips,mouth,4.33333333333,12
4b,5a,between-type,bald,hairy,blanket,soft,1.3,10
4b,4b,within-subtype,hungry,satiated,tall,short,4.1,10
5c,5a,between-subtype,draft,development,steel,tough,2.6,10
9a,9a,within-subtype,kitchen,food,school,student,5.4,10
10a,10a,within-subtype,buzzer,end,love,valentine,3.23076923077,13
1a,1a,within-subtype,appliance,refrigerator,oak,tree,5.0,11
9a,9a,within-subtype,bathroom,toilet,hangar,airplane,5.7,10
1a,2a,between-type,clothing,shirt,dance,step,4.6,10
10a,10a,within-subtype,badge,authority,cloud,moisture,3.4,10
6a,6a,within-subtype,dream,consciousness,heat,cold,3.4,10
7c,7c,within-subtype,chemist,beaker,maid,broom,6.07692307692,13
2a,2a,within-subtype,bedroom,bed,play,act,4.90909090909,11
2a,2a,within-subtype,cat,whiskers,play,act,3.7,10
9a,9g,between-subtype,garage,mechanic,night,stars,4.6,10
1a,1a,within-subtype,school,university,sweater,knit,4.35294117647,17
10a,8a,between-type,flashing,caution,learning,study,2.72727272727,11
1a,2a,between-type,bush,astilbe,play,act,3.2,10
7c,7c,within-subtype,gardener,trowel,housekeeper,broom,6.46153846154,13
10a,10a,within-subtype,badge,authority,camera,distrust,3.0,10
2a,2a,within-subtype,bunch,grape,fish,fin,3.1,10
10a,10a,within-subtype,cry,help,surgery,hospital,3.0,14
5a,6a,between-type,snow,cold,violence,love,1.9,10
4b,4c,between-subtype,excited,bored,repair,break,4.4,10
1e,1a,between-subtype,car,Camaro,dollar,currency,4.36363636364,11
7c,7d,between-subtype,barber,scissors,donate,charity,1.9,10
5a,5a,within-subtype,murderer,evil,snow,cold,5.7,10
4b,4c,between-subtype,dull,bright,fight,reconcile,5.4,10
8a,8a,within-subtype,hit,injury,sex,pregnancy,6.1,10
5a,5a,within-subtype,light,bright,steel,tough,5.3,10
4b,4b,within-subtype,excited,bored,tough,weak,5.9,10
9a,9g,between-subtype,forest,trees,senescence,wheelchair,2.27272727273,11
7c,7c,within-subtype,barber,scissors,lawyer,books,6.0,10
10a,10a,within-subtype,cross,christianity,cry,help,3.3,10
7c,7c,within-subtype,librarian,books,soldier,gun,5.69230769231,13
3a,3a,within-subtype,cellphone,mobile,kid,child,6.2,10
3a,3a,within-subtype,clean,tidy,old,mature,6.1,10
2a,2a,within-subtype,cat,whiskers,computer,chip,5.7,10
3a,3a,within-subtype,candy,sweets,run,sprint,6.17647058824,17
4b,4b,within-subtype,difficult,easy,thin,fat,6.3,10
2a,2a,within-subtype,book,spine,shoe,sole,5.88235294118,17
1a,1a,within-subtype,dog,poodle,sweater,knit,4.1,10
10a,10a,within-subtype,badge,authority,smoke,fire,4.4,10
10a,10a,within-subtype,moisture,cloud,valentine,love,5.0,11
8a,8a,within-subtype,eating,fullness,workout,sweat,5.72727272727,11
6c,6a,between-subtype,dirt,cleanliness,forgiving,vengeful,5.1,10
8a,8a,within-subtype,stimulus,response,tragedy,tears,5.27272727273,11
3a,3a,within-subtype,house,abode,sofa,chair,5.2,10
5a,5a,within-subtype,apple,red,athlete,fit,5.3,10
2a,2a,within-subtype,bottle,water,zebra,stripes,2.16666666667,12
5a,5a,within-subtype,heat,fire,sunburn,painful,4.9,10
4b,2a,between-type,fat,thin,shoe,sole,2.18181818182,11
9a,9g,between-subtype,airplane,hangar,elderly,retirement,3.36363636364,11
1a,1a,within-subtype,clothing,shirt,weapon,spear,6.33333333333,12
9a,9a,within-subtype,hive,bees,kitchen,food,5.8,10
7c,7c,within-subtype,doctor,stethoscope,librarian,books,5.0,12
1a,1a,within-subtype,bread,wheat,hair,brown,4.9,10
8a,8a,within-subtype,explosion,damage,tiredness,sleep,5.6,10
2a,2a,within-subtype,bookcase,shelf,jeans,zipper,5.58333333333,12
4b,4b,within-subtype,hairy,bald,sleepy,energized,5.1,10
5a,5a,within-subtype,paper,flimsy,sunburn,painful,4.4,10
5a,5a,within-subtype,candy,sweet,snow,cold,6.5,10
10a,10a,within-subtype,cross,faith,crown,royalty,5.54545454545,11
1a,1a,within-subtype,clothing,shirt,couch,furniture,5.9,10
9a,9a,within-subtype,kitchen,food,space,planets,6.1,10
3a,7c,between-type,bathroom,restroom,doctor,stethoscope,2.0,10
6a,6a,within-subtype,enthusiasm,apathetic,tidy,messy,4.3,10
3a,4b,between-type,flammable,inflammable,love,apathy,3.3,10
9a,10a,between-type,classroom,students,cry,help,2.5,10
4b,4b,within-subtype,dirty,clean,fat,thin,4.63636363636,11
1a,1a,within-subtype,color,red,song,opera,5.2,10
2a,2a,within-subtype,shoe,sole,toe,foot,4.1,10
9a,9a,within-subtype,garden,flower,library,books,6.6,10
1a,1a,within-subtype,bush,astilbe,color,red,4.81818181818,11
7c,7c,within-subtype,chef,knife,gun,shooter,5.8,10
9a,9g,between-subtype,kitchen,food,senescence,cane,3.36363636364,11
10a,10a,within-subtype,badge,authority,bell,dinner,3.18181818182,11
2a,2b,between-subtype,hand,finger,library,books,5.5,10
9a,9a,within-subtype,milk,carton,space,planets,3.27272727273,11
10c,10a,between-subtype,object,shadow,valentine,love,2.8,10
6a,6c,between-subtype,speed,slow,weakness,strength,5.4,10
3a,3a,within-subtype,candy,sweets,restroom,bathroom,6.1,10
9a,9g,between-subtype,dresser,clothes,mortgage,adulthood,2.7,10
4b,4b,within-subtype,good,bad,ugly,pretty,5.18181818182,11
5a,5a,within-subtype,apple,red,snow,cold,5.2,10
2a,2b,between-subtype,bird,wings,sheep,herd,2.5,10
3a,1a,between-type,kid,child,pen,ballpoint,5.0,20
9g,9a,between-subtype,parenthood,diapers,school,student,1.81818181818,11
8a,8a,within-subtype,disagreement,anger,sugar,energy,4.3,10
5a,5c,between-subtype,clay,malleable,psychotic,insanity,2.71428571429,14
3a,2a,between-type,beautiful,pretty,lips,mouth,3.9,10
7c,7c,within-subtype,runner,sneakers,surgeon,scalpel,6.0,10
2a,2a,within-subtype,freezer,ice,hand,finger,4.08333333333,12
7c,7c,within-subtype,preserver,lifeguard,surgeon,scalpel,5.1,10
6a,6a,within-subtype,sight,invisible,speed,slow,4.5,10
4b,4c,between-subtype,fast,slow,poop,eat,2.08333333333,12
7c,1a,between-type,drummer,sticks,insect,ant,2.2,10
5a,3a,between-type,cherry,red,house,abode,3.25,12
3a,3a,within-subtype,cellphone,mobile,house,abode,5.9,10
2a,4b,between-type,cat,whiskers,dark,light,1.63636363636,11
3a,3a,within-subtype,kid,child,run,sprint,5.9,10
3a,3a,within-subtype,cellphone,mobile,option,choice,5.2,10
3a,3a,within-subtype,house,abode,spin,twirl,6.0,10
2a,2a,within-subtype,bedroom,bed,bunch,grape,3.6,10
6a,8a,between-type,enthusiasm,apathetic,injury,pain,1.9,10
4b,4b,within-subtype,black,white,fast,slow,5.45454545455,11
1a,1a,within-subtype,car,mustang,weapon,spear,6.08333333333,12
9a,2a,between-type,hive,bees,jeans,zipper,3.3,10
7c,7c,within-subtype,musician,instrument,policeman,handcuffs,6.4,10
1a,1e,between-subtype,dog,poodle,television,Sony,5.2,10
4b,4b,within-subtype,bored,excited,hungry,satiated,6.1,10
7c,7c,within-subtype,musician,instrument,writer,pen,6.46153846154,13
3a,3a,within-subtype,glass,cup,pretty,beautiful,5.6,10
1e,1a,between-subtype,king,Arthur,wheat,bread,5.1,10
6a,3a,between-type,charisma,bland,sleep,doze,1.5,10
1a,1a,within-subtype,automobile,van,oak,tree,3.90909090909,11
4c,4b,between-subtype,birth,death,salty,sweet,4.0,10
5a,5c,between-subtype,baby,bald,grace,ballerina,3.3,10
2a,2b,between-subtype,dog,tail,soldier,troop,3.0,17
8a,8a,within-subtype,question,answer,yelling,anger,3.2,10
6a,6c,between-subtype,beauty,unpleasant,wealth,debt,5.1,10
1a,1e,between-subtype,car,mustang,ocean,Pacific,6.4,10
10c,10a,between-subtype,face,profile,love,valentine,3.6,10
1a,1a,within-subtype,bird,swan,couch,furniture,4.23076923077,13
9a,9g,between-subtype,closet,clothes,mortgage,adulthood,2.72727272727,11
8a,8a,within-subtype,boredom,repetition,fire,burns,3.3,10
7c,7c,within-subtype,chef,knife,drummer,sticks,6.27272727273,11
4b,3a,between-type,tall,short,urban,city,1.4,10
2a,2a,within-subtype,bottle,water,computer,mouse,2.8,10
5a,5a,within-subtype,apple,red,clay,malleable,4.81818181818,11
5a,5a,within-subtype,car,fast,sunburn,painful,4.5,10
5a,5a,within-subtype,pillow,soft,priest,holy,5.76923076923,13
7c,7d,between-subtype,doctor,stethoscope,sweep,floor,2.8,10
10a,10a,within-subtype,love,valentine,moisture,cloud,4.08333333333,12
10a,10c,between-subtype,doctor,diagnosis,image,picture,3.4,10
5a,5a,within-subtype,prince,charming,professor,intellectual,4.7,10
4c,4b,between-subtype,swim,drown,tall,short,4.0,10
6c,6a,between-subtype,lawyer,honesty,liquid,solid,2.27272727273,11
5a,5a,within-subtype,dog,furry,flimsy,paper,4.7,10
5a,5a,within-subtype,paper,flimsy,snow,cold,5.27272727273,11
9a,9a,within-subtype,airplane,hangar,bank,money,4.72727272727,11
6a,6a,within-subtype,bounty,scarce,sensitivity,boorish,3.0,10
6a,6a,within-subtype,bounty,scarce,ecstasy,sad,4.85714285714,14
5c,5a,between-subtype,emotional,menopause,heat,fire,4.4,10
1a,1a,within-subtype,car,mustang,clothing,shirt,6.16666666667,12
5c,5a,between-subtype,child,innocence,light,bright,5.2,10
2a,2a,within-subtype,bottle,water,foot,toe,3.58333333333,12
2b,2a,between-subtype,garden,plot,toe,foot,4.0,10
7c,7c,within-subtype,barber,scissors,shooter,gun,6.5,10
4c,4b,between-subtype,charm,repulse,pretty,ugly,5.66666666667,12
